cid,sender,content,timestamp
1332601306,Sari,"Here is a quick high level list of Tours & adventures: scuba diving, snorkeling, hol chan marine reserve, bacalar chico, mexico rocks, blue hole, cave tubing,  Mayan ruins, the zoo (hand feed the jaguars), parasailing, jet skiing, fishing,  fly-fishing, spear fishing,  kayaking, paddleboard, deep sea and game fishing, caye hop, feed the tarpons, croc or wildlife tours,  snorkel or swim with manatees (mother nature permitting), Grand Slam,  Beach BBQ,  and more! ..Here is more of a Breakdown for some Belize Adventure Highlights:..MAYAN RUIN, Lamanai:.Lamanai Mayan Ruins, on this trip, you get picked up on property at 5am, head to the city where a van awaits to take you 54 miles on the Northern highway, at the end of this ride, you will get on a riverboat and go down the river, where if mother nature allows you will see, spider monkeys, howler monkeys, birds, crocodiles, manatees, butterflies, and lots of flora and fauna, after the boat ride, you will hike for 20 minutes and see the Maya Ruin, Lamanai.Cost: 280 USD per person, plus taxes. Picks up at the property and includes, breakfast, and lunch..MAYA RUIN XUNATUNICH, CAVE TUBING, ZIP LINING AND/OR THE BELIZE ZOO (3 IN 1 DAY):.The Maya Ruin Xunatunich Ruins adventure can be joined with either Cave tubing or zip lining, the cost of the two in one day can go up to 300 depending on what you want to do. You can also do a 3 in 1 day and choose from the Mayan ruins, cave tubing, zip lining or the zoo (for an extra fee you can hand feed the jaguars at the zoo,  really neat for big animal lovers). This includes breakfast and lunch...HOL CHAN, SHARK RAY ALLEY:.Snorkeling at holchan and shark ray alley can be done via catamaran for a full day or on a speed boat with pick up from the property for 1/2 day. I always encourage pick up tours...CAYE CAULKER SAIL:.On this trip, you will snorkel at two sites, holchan marine reserve, and Shark Ray Alley (swim with sharks and sting rays). Then you'll head to our beautiful neighboring island Caye Caulker where you will have lunch (not included) and visit the island..Then you'll head back to the boat where you'll enjoy the music and those delicious rum punches!.The cost is $95 plus taxes & park fees, per person.Pick up at 8:30 am and drop off at 4:30 pm (pick up not included since its on a catamaran, must go into town)..SPEED BOAT - Private TOUR.8:30am or 1:30pm pick up.Head to holchan and shark ray alley.Cost is 75 plus park fees & taxes..THE GRAND SLAM - .Cost $175 per person, need a minimum of 4 people to confirm: this is on a speed boat..8 am & returns at 4 pm.Snorkel at Holchan, Shark Ray Alley & the north channel in Caye Caulker (high chance of snorkeling with manatees and sea horses mother nature permitting), feed the tarpons and stop for lunch (not included)..BEACH BBQ: .My personal top favorite, is the Beach BBQ day, the cost is $650 plus taxes..On this day you'll Snorkel, Fish, Spearfish, Lobster Hunt, Conch Hunt (Only if in season) and have a Beach BBQ cookout on a private beach & enjoy your catch! Ceviche Belizean grilled fish, Rum punches & more! .Price remains the same if 1 or 4 persons go, after 4 then the cost is 95 USD per additional person",2023-04-04 17:14:00
1332601306,Terri,"If you have any other questions, please do not hesitate and do let us know",2023-04-05 09:54:00
1332601306,Terri,"Walker, the blue hole trip is an early morning one. Pick up is at Costa blue at 5:15 am.Return time is at 5 ish pm..This is a three dives tour or three snorkeling stops. Depending on what you prefer..The blue hole is 54 miles away or 2 1/2 hrs boat ride.The first stop is at the blue hole.Second stop at half moon caye.We also have lunch here and view the red footed booby birds..The third stop is at the aquarium ..Breakfast and lunch are provided on this trip. .Cost is 285 US dollars ➕️ equipment plus taxes ➕️ park fees (40 us dollars) this is per person. ..Please note that prices may change on tours due to increases in gas, which is beyond our control",2023-04-05 19:42:00
1332601306,Walker,"Thank you so much for the info, do you know around how much it would be if we were to do the 3 in 1 Mayan ruins tubing ziplining experience ?",2023-04-07 10:21:00
1332601306,Walker,"And also for that, how would transportation work? Do we need to get to the mainland ourselves for pickup or would we get picked up from the Airbnb",2023-04-07 11:25:00
1332601306,Sari,You would get picked up from the estate.,2023-04-08 00:31:00
1332601306,Sari,I'm confirming the 3 in 1 rate. I should know by the morning.. myself or miss Terri will reach out.,2023-04-08 00:31:00
1332601306,Terri,"So when it comes to the all-in-one-day Walker, the price you pay depends on how you want to do the trip, for example,.If you wish to get picked up at the villa the cost is 350 US Dollars per person, and they will pick you up at about 5:00 in the morning, provide a quick-to-go breakfast, and set you on the water taxi (public transportation), your guide will be waiting for you in Belize city with a private air-conditioned van and will take you to do your tours, lunch is included, please. Or, you can go with the smaller mom-and-pop tour company, and you will get yourself to town and be there for the 6 am water taxi (I can help you purchase your boat tickets at a lower cost.), breakfast is provided by you. In Belize City, your private guide will be waiting for you in a private air-conditioned van and he will take you to do your tours, the cost of this is 185 US Dollars per person, and lunch is included. Transportation to Belize City from the island is not included.. Taxes are not included in both prices...Let me know which one you prefer to do and I will book immediately for you",2023-04-08 10:02:00
1443440826,Heather,Can’t wait,2023-03-31 21:34:00
1443440826,Sari,"Hi Heather,..Thank you for choosing our villa. We look forward to hosting you on your stay in Ambergris Caye, Belize...To further assist you, please download WhatsApp and save your personal concierge's number as it is the best way to communicate when on the island. ..Terri (Concierge).WhatsApp: 011.501.632.3404.Email: Email: terrialdana@gmail.com..We can assist you with all your travel needs, including reserving your travel to the island from Belize City, Golf Carts, the best excursions and adventures, villa prestock, chef services and more!  Get ready to sit back, and relax!  In the meantime, if you have any questions or need any recommendations, please don’t hesitate to ask....Thanks,.Sari & Terri",2023-03-31 21:44:00
1443440826,Terri,"Heather, my name is Terri, I will be your concierge while staying with us, if you have any questions, please do not hesitate and do let us know.",2023-04-01 20:01:00
1442949495,Inquiry,"· 1 guest, Aug 2 - Aug 5",2023-03-31 11:58:00
1442949495,Abraham,"Hi we are looking to book your home early August. ..Questions I have are:..1. From the airport or the water taxi port how do we get to your home? Taxi, gold cart etc?..2. Grocery store to stock up on items to eat and  drink?..3. How do we get to like a snorkel tour etc from the home? Will the golf cart be sufficient to get to town to get on these tours?..4. If we wanted to fish of the pier, do you have fishing roads or are the places to rent them?..5. Saw that you offer chef service? How much does that cost?..Thank you.Abe.",2023-03-31 11:58:00
1442949495,Sari,"Hi Abe,.Thank you for your inquiry! We’d love to host you your Belize getaway!..1.	A golf cart is the best way to adventure the island! When renting a cart with us, Ms Terri your personal concierge while staying with us will greet you upon arrival once on island (@ either the water taxi terminal or the airport) and personally escort you to the villa with a luggage carryall!  You can also always select to take a cab to the villa as well which will run you approximately $80 one way as cars are very expensive to import to our little island..2.	We have several small local groceries next to the estate, just a quarter mile down the road. We also offer villa pre-stocking as an option for our guests!  We also have groceries from town that we work with that will deliver to the estate – just speak with Terri, your concierge. ..3.	Terri, your personal Concierge, can arrange all excursions for you. We always encourage tour operators that pick up from property which will enhance your overall experience! We don’t markup excursions & tours. Ms. Terri is a 25-year tour operator and local and can help provide you the best excursions and adventures with the best operators for the best rates available! The golf cart is sufficient to get around the island and explore its attractions and is highly encouraged so that you can adventure and see all the island has to offer...4.	If you want to fish off the pier, you can bring your own fishing rods or rent them from town. We do not have fishing poles on site...5.	We do offer chef service upon request. The cost vastly varies depending on chef, menu, # of persons and meal service (breakfast, lunch, dinner). We also have a partner restaurant that delivers in villa room service.  If you preselect food and beverage service for your stay it’s $75 per person - breakfast, lunch, and dinner for option selected at least 1 week prior to arrival). We also offer breakfast at a preset rate of $8 per person per day for the entirety of your stay with us.  We must be notified in advance if you would like to select either food and beverage option to secure this rate for your stay with us.  You can always order from the restaurant menu a la carte and service can be delivered to your villa. Menus are available in the villas...We look forward to hosting you!.Best regards, Sari",2023-03-31 15:04:00
1442949495,approval,"· 1 guest, Aug 2 - Aug 5",2023-03-31 15:04:00
1442949495,Sari,"Hi Abraham,..Thank you for choosing our villa. We look forward to hosting you on your stay in Ambergris Caye, Belize...To further assist you, please download WhatsApp and save your personal concierge's number as it is the best way to communicate when on the island. ..Terri (Concierge).WhatsApp: 011.501.632.3404.Email: Email: terrialdana@gmail.com..We can assist you with all your travel needs, including reserving your travel to the island from Belize City, Golf Carts, the best excursions and adventures, villa prestock, chef services and more!  Get ready to sit back, and relax!  In the meantime, if you have any questions or need any recommendations, please don’t hesitate to ask....Thanks,.Sari & Terri",2023-03-31 22:09:00
1418997968,Bronwyn,Hi Sari! Hope all is well. Our flight will land at 12:45 pm in BZE and we'll the water taxi to San Perdo. What is the best way to get to the AirBnb front the dock?,2023-03-03 13:06:00
1418997968,Terri,"Hi Bronwyn, thank you for booking with us. My name is Terri, and I will be your concierge, while staying with us..Plane vs boat:..Plane vs water taxi:..Water taxi:..Once you have landed at the international airport and finished with the customs department. Please head outside the international airport. Here you will see a variety of taxi cabs willing to take you to the water taxi terminal in Belize City (we can arrange this for you). The cost of the taxi cab is approximately 25.00 US for two persons and 10 US Dollars per additional person..After the 30 Minute taxi ride, you will get to the water taxi where you will purchase your water taxi tickets, the cost on this is 55 US Dollars round trip per person..Boat ride is 1 hr 45 min...If you allow me to book the boats for you, I can get the boat tickets at 45 US Dollars round trip per person.https://belizewatertaxi.com/ .That is their web site and you can see prices...Plane:.Once you have arrived at the international airport in Belize City and cleared customs this is what will happen if you choose to come via plane. Inside the international airport you will head directly to your left you will see a kiosk that says Tropic Air, the cost is about 175 US Dollars round trip to San Pedro and back to the international airport per person. The flights leave every hour on hour from San Pedro to Belize City and Belize City to the island. The flight itself is a beautiful low flying 15 minutes over the Caribbean. If you board first, you can sit next to the pilot!..Once you decide how you wish to come down to the island, I am more than happy to book a flight for you or water taxi..Its better if I book for you, the reason is that I like that I will know what time you will be getting to the island....Once on the island, if you rent a golf cart from us, I will be waiting for you when you arrive here on the island. We then drive toward the golf cart company, do all the paperwork, and from there we drive to the grocery shop and then home. A golf cart cost is 170 US Dollars plus taxes and 25 for insurance..If you decide not to rent a golf cart, you will need to get a taxi cab to the villa from San Pedro, the cab will charge you 75 US dollars one way. A golf cart for your five nights with us, will be a total of 247.50 plus taxes...If you have any other questions regarding the island, your stay, golf carts, tours, or anything you might be thinking of, please do not hesitate and do let us know.",2023-03-03 13:12:00
1418997968,Sari,"Hi Bronwyn,..Thank you for choosing our villa. We look forward to hosting you on your stay in Ambergris Caye, Belize...To further assist you, please download WhatsApp and save your personal concierge's number as it is the best way to communicate when on the island. ..Terri (Concierge).WhatsApp: 011.501.632.3404.Email: Email: terrialdana@gmail.com..We can assist you with all your travel needs, including reserving your travel to the island from Belize City, Golf Carts, the best excursions and adventures, villa prestock, chef services and more!  Get ready to sit back, and relax!  In the meantime, if you have any questions or need any recommendations, please don’t hesitate to ask....Thanks,.Sari & Terri",2023-03-03 13:16:00
1418997968,Bronwyn,"Hi Sari and Terri. Thanks for the helpful information. we would like to move forward with booking the taxi pickup from the airport, water taxi, and golf cart rental. I tried sending a message on what's app, but I'm not sure if it went through.",2023-03-30 10:11:00
1418997968,Sari,Sounds good! I'll connect with Miss Terri and have her confirm.,2023-03-30 14:21:00
1418997968,Terri,"Golf cart is confirmed, for the water taxi tickets, please send me your names in full so that I can book your boat tickets, these I will send you the day before you arrive. So no confusion and in case there are delays or anything, we do not loose boat tickets..I did receive your WhatsApp",2023-03-30 15:13:00
1418997968,Bronwyn,Thank you!.Flight lands at BZE - 12:45pm on 4/28/23.Names: .Bronwyn Bowers .Khadhejah Carter .Khalil Carter,2023-03-30 17:11:00
1311768387,Linda,"Hi, we’re extending our trip by 1 night and wanted to stay in a more luxury locale for our last night.",2022-10-22 10:33:00
1311768387,Sari,"Hi Linda,..Thank you for choosing our villa. We look forward to hosting you on your stay in Ambergris Caye, Belize...To further assist you, please download WhatsApp and save your personal concierge's number as it is the best way to communicate when on the island. ..Terri (Concierge).WhatsApp: 011.501.632.3404.Email: Email: terrialdana@gmail.com..We can assist you with all your travel needs, including reserving your travel to the island from Belize City, Golf Carts, the best excursions and adventures, villa prestock, chef services and more!  Get ready to sit back, and relax!  In the meantime, if you have any questions or need any recommendations, please don’t hesitate to ask....Thanks,.Sari & Terri",2022-10-22 10:43:00
1311768387,Linda,So excited to stay with you again!!!,2023-03-12 21:42:00
1311768387,Sari,"Hi Linda,..Thank you for choosing our villa. We look forward to hosting you on your stay in Ambergris Caye, Belize...To further assist you, please download WhatsApp and save your personal concierge's number as it is the best way to communicate when on the island. ..Terri (Concierge).WhatsApp: 011.501.632.3404.Email: Email: terrialdana@gmail.com..We can assist you with all your travel needs, including reserving your travel to the island from Belize City, Golf Carts, the best excursions and adventures, villa prestock, chef services and more!  Get ready to sit back, and relax!  In the meantime, if you have any questions or need any recommendations, please don’t hesitate to ask....Thanks,.Sari & Terri",2023-03-12 21:52:00
1311768387,Sari,"Hi Linda,..That time is almost here!  As you prepare to travel, kindly take note of key changes for entry requirements as of 12 July 2022:..✅Belize has removed all public health measures at the points of entry in Belize (Land and Sea)..✅Belize Travel Insurance is now OPTIONAL and no longer mandatory. It is still highly recommended and only costs $18/day. It can be purchased at https://www.belizetravelinsurance.com if you'd like..✅Covid-19 testing is no longer required for entry into Belize..✅All curfew mandates have been removed..✅Mask wearing is not required...Please include the following information on your Customs form regarding your accommodation:..9 Miles North of San Pedro.Contact: Terri Aldana.Number: 011.501.632.3404..If you haven't done so already, please download WhatsApp (it's free) and the easiest way to communicate with Terri in real time on island. We can't wait for you to discover all the beauty and adventure Ambergris Caye, Belize has to offer!..Terri (Concierge).WhatsApp: 011.501.632.3404...Thanks .Sari and Terri",2023-03-20 15:06:00
1427191601,Eric,I’ll be coming on the 22nd!,2023-03-12 21:58:00
1427191601,Sari,We're exited to host you!,2023-03-12 22:02:00
1427191601,Sari,"Hi Eric,..Thank you for choosing our villa. We look forward to hosting you on your stay in Ambergris Caye, Belize...To further assist you, please download WhatsApp and save your personal concierge's number as it is the best way to communicate when on the island. ..Terri (Concierge).WhatsApp: 011.501.632.3404.Email: Email: terrialdana@gmail.com..We can assist you with all your travel needs, including reserving your travel to the island from Belize City, Golf Carts, the best excursions and adventures, villa prestock, chef services and more!  Get ready to sit back, and relax!  In the meantime, if you have any questions or need any recommendations, please don’t hesitate to ask....Thanks,.Sari & Terri",2023-03-12 22:08:00
1427191601,Sari,"Hi Eric,..That time is almost here!  As you prepare to travel, kindly take note of key changes for entry requirements as of 12 July 2022:..✅Belize has removed all public health measures at the points of entry in Belize (Land and Sea)..✅Belize Travel Insurance is now OPTIONAL and no longer mandatory. It is still highly recommended and only costs $18/day. It can be purchased at https://www.belizetravelinsurance.com if you'd like..✅Covid-19 testing is no longer required for entry into Belize..✅All curfew mandates have been removed..✅Mask wearing is not required...Please include the following information on your Customs form regarding your accommodation:..9 Miles North of San Pedro.Contact: Terri Aldana.Number: 011.501.632.3404..If you haven't done so already, please download WhatsApp (it's free) and the easiest way to communicate with Terri in real time on island. We can't wait for you to discover all the beauty and adventure Ambergris Caye, Belize has to offer!..Terri (Concierge).WhatsApp: 011.501.632.3404...Thanks .Sari and Terri",2023-03-19 15:06:00
1291821865,Robert,good morning. Headed down with my family for  a quiet spring break. Haven't been to AC in over 30 years. Last stayed at Victoria House. Is it still there? My concern is the food and restaurants availability in the immediate area. Are they good? Thanks. bobby,2022-09-28 11:37:00
1291821865,Airbnb,A message with 1 button and a title of Want to save time?,2022-09-28 11:37:00
1291821865,Terri,"30 years, wow that is quiet a time. Welcome back!.My name is Terri, I will be your concierge while staying with us. .Yes Victoria house is still here. They are on the south end of the island. .There are 3 little grocery shop within a 7 minute drive from the villa and we have gem restaurant that serves really good food, they are 2 minutes walk from us..We also have El northe Beach that has a restaurants and chat n chill, these are 10 minutes drive away",2022-09-28 11:46:00
1291821865,Robert,"Also, we don't need a visa or Covid proof, do we? thanks. b",2022-09-28 11:47:00
1291821865,Terri,Not any more. If anything changes I will let you know,2022-09-28 11:47:00
1291821865,Sari,"Hi Robert,..Thank you for choosing our villa. We look forward to hosting you on your stay in Ambergris Caye, Belize...To further assist you, please download WhatsApp and save your personal concierge's number as it is the best way to communicate when on the island. ..Terri (Concierge).WhatsApp: 011.501.632.3404.Email: Email: terrialdana@gmail.com..We can assist you with all your travel needs, including reserving your travel to the island from Belize City, Golf Carts, the best excursions and adventures, villa prestock, chef services and more!  Get ready to sit back, and relax!  In the meantime, if you have any questions or need any recommendations, please don’t hesitate to ask....Thanks,.Sari & Terri",2022-09-28 11:47:00
1291821865,Robert,and do we rent the golf cart through you? I am assuming that is for going to town? b,2022-09-28 11:48:00
1291821865,Terri,"Yes, on the golf cart, I will reserve the cart for you, the cost on a four-seater is 190 plus taxes for your entire stay. .Also when you are ready to book tours, transportation to the island from the Belize international Airport, please do let me know. I am more than happy to do so",2022-09-28 11:56:00
1291821865,Robert,"Terri, we just made final payment. We will meet you at airport. I am confirming landing time now and will get that to you. If we want to fish and snorkel, do you handle that or do we just book online somewhere? Do you have recommendations? Thanks and looking forward to doing nothing and getting exhausted being on vacation! Bobby",2023-03-01 18:12:00
1291821865,Sari,"Hi Bobby!..So excited your time with us is almost here! Ms. Terri can book all excursions and tours for you, she's a 25 year tour operator and has access to the best guides for the best rates. There is no mark up on rates -  using her guides has always proven to be better overall experiences for our guests vs booking on your own.  Plus having guides that pick up on property will only enhance your overall experience and are can coordinate our reschedule where and when needed if adventures need to be rescheduled due to weather disruptions.",2023-03-01 19:30:00
1291821865,Sari,"Here is a quick high level list of Tours & adventures: scuba diving, snorkeling, hol chan marine reserve, bacalar chico, mexico rocks, blue hole, cave tubing,  Mayan ruins, the zoo (hand feed the jaguars), parasailing, jet skiing, fishing,  fly-fishing, spear fishing,  kayaking, paddleboard, deep sea and game fishing, caye hop, feed the tarpons, croc or wildlife tours,  snorkel or swim with manatees (mother nature permitting), Grand Slam,  Beach BBQ,  and more! ..Here is more of a Breakdown for some Belize Adventure Highlights:..MAYAN RUIN, Lamanai:.Lamanai Mayan Ruins, on this trip, you get picked up on property at 5am, head to the city where a van awaits to take you 54 miles on the Northern highway, at the end of this ride, you will get on a riverboat and go down the river, where if mother nature allows you will see, spider monkeys, howler monkeys, birds, crocodiles, manatees, butterflies, and lots of flora and fauna, after the boat ride, you will hike for 20 minutes and see the Maya Ruin, Lamanai.Cost: 280 USD per person, plus taxes. Picks up at the property and includes, breakfast, and lunch..MAYA RUIN XUNATUNICH, CAVE TUBING, ZIP LINING AND/OR THE BELIZE ZOO (3 IN 1 DAY):.The Maya Ruin Xunatunich Ruins adventure can be joined with either Cave tubing or zip lining, the cost of the two in one day can go up to 350 depending on what you want to do. You can also do a 3 in 1 day and choose from the Mayan ruins, cave tubing, zip lining or the zoo (for an extra fee you can hand feed the jaguars at the zoo,  really neat for big animal lovers). This includes breakfast and lunch...HOL CHAN, SHARK RAY ALLEY:.Snorkeling at holchan and shark ray alley can be done via catamaran for a full day or on a speed boat with pick up from the property for 1/2 day. I always encourage pick up tours...CAYE CAULKER SAIL:.On this trip, you will snorkel at two sites, holchan marine reserve, and Shark Ray Alley (swim with sharks and sting rays). Then you'll head to our beautiful neighboring island Caye Caulker where you will have lunch (not included) and visit the island..Then you'll head back to the boat where you'll enjoy the music and those delicious rum punches!.The cost is $95 plus taxes & park fees, per person.Pick up at 8:30 am and drop off at 4:30 pm (pick up not included since its on a catamaran, must go into town)..SPEED BOAT - Private TOUR.8:30am or 1:30pm pick up.Head to holchan and shark ray alley up to 6 persons.Cost is 75 plus park fees & taxes .*If less than 6 persons another group may join, up to 6. ..THE GRAND SLAM - .Cost $175 per person, need a minimum of 4 people to confirm: this is on a speed boat..8 am & returns at 4 pm.Snorkel at Holchan, Shark Ray Alley & the north channel in Caye Caulker (high chance of snorkeling with manatees and sea horses mother nature permitting), feed the tarpons and stop for lunch (not included)..BEACH BBQ: .My personal top favorite, is the Beach BBQ day, the cost is $650 plus taxes..On this day you'll Snorkel, Fish, Spearfish, Lobster Hunt, Conch Hunt (Only if in season) and have a Beach BBQ cookout on a private beach & enjoy your catch! Ceviche Belizean grilled fish, Rum punches & more! .Price remains the same if 1 or 4 persons go, after 4 then the cost is 95 USD per additional person",2023-03-01 19:32:00
